text,intent,response,entities
Kindly Provide information about fixed deposit renewal. [0036d7] kindly.,fixed_deposit_renewal,Information for fixed deposit renewal: please provide further details.,{}
Could you pay monthly installment every month please.,emi_type_monthly,Sure. Your monthly installment amount is fixed throughout the tenure. Let me know if you need anything else.,{}
Could you 1000000 12 months,emi_result,"Sure. EMI for Rs. 10,00,000 over 4 years at 8.5% is Rs. 24,540/month.",{}
Can you Provide information about credit debit card payment. [0ae721] now.,credit_card_payment,Understood. Payment received. Reference: TXN00578341. Let me know if you need anything else.,{}
choose quarterly monthly installment type please.,emi_type_quarterly,"Yes, you can select quarterly EMI payment mode.",{}
Pay 399919 to Muruga via UPI.,transfer_money,Transfer initiated. Reference: TXN32593993.,"{""amount"": ""399919"", ""name"": ""Muruga""}"
How do I transfer money,transfer_money,Transfer initiated. Reference: TXN71485524.,"{""account_number"": ""0203265097"", ""txn_id"": ""TXN75396737"", ""date"": ""2024-05-10"", ""amount"": ""\u20b9143,199""}"
Can you Provide information about debit credit card replacement. [5fa88c] asap.,debit_card_replacement,Understood. Information for debit card replacement: please provide further details. Please confirm.,{}
Can you I need help with language preference. [5d58a6],language_preference,Noted. Information for language preference: please provide further details.,{}
Can you I need help with credit card activation. [863575],credit_card_activation,Sure. Credit card activation successful. Let me know if you need anything else.,{}
Provide information about debit card replacement. [1f5b3a],debit_card_replacement,Replacement request submitted.,{}
Could you Help me with debit or credit bank card options today.,card_select_type,"Sure. Sure, is this regarding a Debit Card or a Credit Card?",{}
I need help with international remittance. [196c5e],international_remittance,EMI calculated. Please provide amount and tenure to proceed.,{}
Could you Am I eligible for a credit facility? please.,loan_eligibility_question,"Understood. To check eligibility, please share your age, employment type, monthly income, total experience, and (if known) CIBIL score.",{}
Can you Provide information about credit bank card activation. [360e3d] kindly.,credit_card_activation,Certainly. Information for credit card activation: please provide further details.,{}
Can you I would like to start a borrowing application. [2bc58f] thanks.,loan_application,Understood. Understood. Please provide the requested details to proceed with your loan request. Let me know if you need anything else.,{}
Provide information about digital banking support. [e8e3c0] now.,digital_banking_support,Noted. Information for digital banking support: please provide further details. Let me know if you need anything else.,{}
I need help with profile update. [560355],profile_update,Information for profile update: please provide further details.,{}
Can you I need help with interest calculator. [899432] thanks.,interest_calculator,Understood. Calculating interest; please provide amount and tenure. Let me know if you need anything else.,{}
Can you Provide information about credit card activation. [f4b277],card_activation,Understood. Card activation instructions have been sent. Please confirm.,{}
loan repayment online,loan_payment,Payment received. Reference: TXN63731149.,"{""account_number"": ""2817189935"", ""txn_id"": ""TXN47521127"", ""date"": ""2024-01-20"", ""amount"": ""\u20b9152,495""}"
Please Can you open recurring deposit? asap.,recurring_deposit_info,Certainly. Information for recurring deposit info: please provide further details. Thank you.,{}
Would you I need help with fx remittance info. [854e1d] please.,fx_remittance_info,Noted. EMI calculated. Please provide amount and tenure to proceed. Thank you.,{}
Kindly Account opening help please.,account_open_start,Noted. I can help you open an account. Please choose Savings or Current.,{}
I need help with credit credit card limit. [09e3a7],credit_card_limit,Certainly. Credit limit update request received. Thank you.,{}
I need help with account freeze request. [65b7b6],account_freeze_request,Information for account freeze request: please provide further details.,{}
Would you I need the bank statement for account 3525613522 for October 2025. thanks.,statement_request,Certainly. Statement will be delivered to your registered email.,{}
Provide information about digital banking support. [e6d71f],digital_banking_support,Please update the app or contact support for digital banking assistance.,{}
Please What is the ATM withdrawal limit per day? [c2813f] kindly.,atm_withdrawal_limit,Sure. Please follow the instructions provided.,{}
Provide information about account access issue. [5086bb],account_access_issue,We have logged your access issue and will assist shortly.,{}
"Please, Locate nearest ATM to my location. [4de60b]",atm_locator,Understood. Nearest ATMs will be shown based on your location. Let me know if you need anything else.,{}
I need help with credit card activation. [71fff2],credit_card_activation,Credit card activation successful.,{}
I need help with communication preferences. [c32afe],communication_preferences,Information for communication preferences: please provide further details.,{}
I need help with fixed deposit renewal. [0181bd],fixed_deposit_renewal,FD renewal processed.,{}
Could you Continue debit card assistance .,ask_card_last4,Okay. Kindly provide the last 4 digits of your card.,{}
Pay 38284 to Ramesh via UPI.,transfer_money,"To transfer Rs. 38,284 to Ramesh, please confirm the recipient account number.","{""amount"": ""38284"", ""name"": ""Ramesh""}"
Kindly I need to block my credit debit card. [eb71b3] thanks.,credit_card_block,Noted. Information for credit card block: please provide further details. Let me know if you need anything else.,{}
Could you Provide information about deposits info. [0c9495] today.,deposits_info,Information for deposits info: please provide further details. Let me know if you need anything else.,{}
I need help with goodbye. [7d9ce3],goodbye,Information for goodbye: please provide further details.,{}
Provide information about communication preferences. [6b1e14],communication_preferences,Information for communication preferences: please provide further details.,{}
I need help with transaction dispute. [6e1532],transaction_dispute,Dispute registered. We will investigate.,{}
Provide information about transaction inquiry. [a0a43e],transaction_inquiry,Information for transaction inquiry: please provide further details.,{}
"Please, Next step for account now.",account_open_step,"Certainly. Please share your full name, phone number, and one ID proof to proceed. Let me know if you need anything else.",{}
"Please, Provide information about account access issue. [d383f5] kindly.",account_access_issue,Information for account access issue: please provide further details. Let me know if you need anything else.,{}
Provide information about merchant dispute. [13c44d],merchant_dispute,Information for merchant dispute: please provide further details.,{}
Please Provide information about sweep instructions. [1a8ab5] today.,sweep_instructions,Sweep instructions recorded.,{}
I need help with language preference. [a3f1e8],language_preference,Language preference updated.,{}
Can you Provide information about block card. [f1e508] kindly.,block_card,Okay. Your card has been blocked for safety. Let me know if you need anything else.,{}
Provide information about goodbye. [22117a],goodbye,Information for goodbye: please provide further details.,{}
Could you quarterly installment option now.,emi_type_quarterly,Certainly. You can choose the quarterly payment option from your loan preferences.,{}
Provide information about thanks. [94868b],thanks,Information for thanks: please provide further details.,{}
I need help with block card. [146806],block_card,Your card has been blocked for safety.,{}
What is the eligibility criteria for a personal loan? [dd1dde],loan_eligibility_check,Understood. Please provide the requested details to proceed with your loan request.,{}
I need help with recurring deposit info. [4c837b],recurring_deposit_info,Information for recurring deposit info: please provide further details.,{}
Continue account application now.,account_open_step,"To continue, provide your full name, contact number, and a valid ID proof. Let me know if you need anything else.",{}
Kindly i want to know the documents for credit facility please.,loan_required_documents,Certainly. Please submit: 1. ID Proof 2. Address Proof 3. Income Proof 4. Bank Statement 5. Photo 6. Loan Form. Let me know if you need anything else.,{}
What will be the EMI for Rs. 434857 over 24 months?,emi_calculator,EMI calculated. Please provide amount and tenure.,"{""amount"": ""434857"", ""tenure"": 24}"
I need help with fx remittance info. [546e8c],fx_remittance_info,Foreign exchange remittance information will be shared.,{}
Could you Provide information about balance alert setup. [a0b1cd] today.,balance_alert_setup,Okay. Balance alert set for the specified threshold. Let me know if you need anything else.,{}
I need help with raise complaint. [5ce633],raise_complaint,Your complaint has been logged. Reference: CMP361916.,{}
I need help with deposits info. [e02e14],deposits_info,Deposit account details will be shared.,{}
"Please, Proceed with credit card verification .",ask_card_last4,Noted. Please enter the last 4 digits of your card number to proceed. Let me know if you need anything else.,{}
Could you I need help with nominee update. [f902d9],nominee_update,Certainly. Information for nominee update: please provide further details.,{}
Provide information about greet. [06eabf],greet,"Hello, how may I assist you?",{}
Can you Provide information about debit card replacement2. [8ad54d] now.,debit_card_replacement2,Noted. Information for debit card replacement2: please provide further details.,{}
Could you I need help with profile update. [5357b8] today.,profile_update,Noted. Information for profile update: please provide further details. Thank you.,{}
I need help with debit card replacement. [a69433],debit_card_replacement,Information for debit card replacement: please provide further details.,{}
How do I block card,block_card,Your card has been blocked for safety.,"{""card_last4"": ""9503"", ""card_type"": ""credit""}"
"Please, I need help with nominee update. [454e35] kindly.",nominee_update,Noted. Information for nominee update: please provide further details. Please confirm.,{}
where is the nearest branch,branch_locator,Please provide your city or PIN code.,"{""city"": ""Chennai"", ""ifsc"": ""IFSCAYG917""}"
Provide information about salary credit issue. [48a35c],salary_credit_issue,Salary credit issue logged. Please provide employer details.,{}
What will be the EMI for Rs. 489236 over 6 months?,emi_calculator,EMI calculated. Please provide amount and tenure to proceed.,"{""amount"": ""489236"", ""tenure"": 6}"
I need help with profile update. [3cdede],profile_update,Your profile update has been recorded.,{}
"Please, I need help with credit bank card limit. [29b46e]",credit_card_limit,Noted. Information for credit card limit: please provide further details. Thank you.,{}
I want to close my account. [d4f7e5],account_closure,Information for account closure: please provide further details.,{}
Please calculate interest on â_x0082_¹100000 kindly.,interest_calculator,Noted. Calculating interest; please provide amount and tenure. Please confirm.,{}
select monthly monthly installment mode today.,emi_type_monthly,Sure. Your monthly installment amount is fixed throughout the tenure. Let me know if you need anything else.,{}
Please I need help with credit bank card limit. [4ec3c1] asap.,credit_card_limit,Sure. Credit limit update request received.,{}
Kindly I want to report a fraudulent transaction. [a910db] now.,report_fraud,Noted. Fraud report received. We will block the affected instruments.,{}
Could you Provide information about language preference. [06ba95],language_preference,Certainly. Language preference updated. Please confirm.,{}
I need help with credit card limit. [2fb0b9],credit_card_limit,Information for credit card limit: please provide further details.,{}
Provide information about block card. [cfcb7a],block_card,Your card has been blocked for safety.,{}
borrowing details .,loan_type_select,"Noted. Please choose a loan type: Personal, Home, Gold, or Business. Please confirm.",{}
Can you I need help with block bank card. [e414f5],block_card,Okay. Information for block card: please provide further details. Let me know if you need anything else.,{}
I need help with transaction dispute. [1ddd98],transaction_dispute,Dispute registered. We will investigate.,{}
I need help with greet. [3756f2],greet,Information for greet: please provide further details.,{}
Provide information about account freeze request. [2c03ae],account_freeze_request,Account freeze request processed.,{}
I need help with fixed deposit renewal. [721848],fixed_deposit_renewal,FD renewal processed.,{}
What is the ATM withdrawal limit per day? [c80de9],atm_withdrawal_limit,Please follow the instructions provided.,{}
Provide information about interest calculator. [13b211],interest_calculator,EMI calculated. Please provide amount and tenure to proceed.,{}
Would you credit limit increase please today.,credit_card_limit,Understood. Credit limit update request received.,{}
Can you Please credit facility details now.,loan_type_select,"Understood. Which loan would you like to explore: Personal, Home, Gold, or Business? Let me know if you need anything else. Please confirm.",{}
I need help with language preference. [697b94],language_preference,Language preference updated.,{}
I need help with recurring deposit info. [fd830f],recurring_deposit_info,Recurring deposit details will be shared.,{}
Provide information about tax certificate request. [75606a],tax_certificate_request,Information for tax certificate request: please provide further details.,{}
Provide information about interest calculator. [945e64] .,interest_calculator,Certainly. EMI calculated. Please provide amount and tenure to proceed.,{}
I need help with transaction dispute. [f0ceb0],transaction_dispute,Dispute registered. We will investigate.,{}
I want to close my account. [8570da],account_closure,Account closure request received and under review.,{}
I need help with tax certificate request. [2e62c7],tax_certificate_request,Tax certificate request received.,{}
Please how to activate debit card,card_activation,Card activation instructions have been sent.,"{""card_last4"": ""5132"", ""card_type"": ""credit""}"
Please complaint about service,raise_complaint,Your complaint has been logged. Reference: CMP253742.,{}
"Please, Provide information about deposits info. [f64288] today.",deposits_info,Noted. Deposit account details will be shared. Thank you.,{}
There is an unauthorized debit from my account; report fraud. [b87b78],report_fraud,Information for report fraud: please provide further details.,{}
How can I apply for a loan? [49324c],loan_application,Please provide required documents to proceed.,{}
Would you I need help with track service request. [a53156] now.,track_service_request,Understood. Information for track service request: please provide further details.,{}
Please I need help with debit card activation. [d8e930] today.,card_activation,Okay. Card activation instructions have been sent.,{}
"Can you What will be installment if I take Rs. 4,00,000 for 36 months at 8%? now.",emi_result,"Certainly. The estimated EMI for Rs. 5,00,000 over 5 years at 10% is Rs. 10,624/month.",{}
Can you calculate installment for 500000 12 months thanks.,emi_result,"Understood. EMI for Rs. 3,00,000 at 9.5% over 3 years is Rs. 9,615/month. Let me know if you need anything else.",{}
Provide information about language preference. [714319],language_preference,Information for language preference: please provide further details.,{}
Would you 200000 6 months kindly.,emi_result,"Understood. EMI for Rs. 3,00,000 at 9.5% over 3 years is Rs. 9,615/month. Thank you.",{}
Provide information about debit card replacement. [b8e60b],debit_card_replacement,Replacement request submitted.,{}
"Please, Provide information about account access issue. [c90e59] .",account_access_issue,Noted. We have logged your access issue and will assist shortly. Let me know if you need anything else.,{}
Provide information about balance alert setup. [0d4d14],balance_alert_setup,Balance alert set for the specified threshold.,{}
Provide information about block card. [489c1f],block_card,Information for block card: please provide further details.,{}
"Please, What is the eligibility criteria for a personal loan? [ae0d75] thanks.",loan_eligibility_check,Noted. Use our online eligibility calculator to check if you qualify for a loan.,{}
Provide information about loan info. [7a0a3d] thanks.,loan_info,Understood. Loan details will be shared via your registered contact.,{}
Could you Provide information about loan info. [539270] asap.,loan_info,Understood. Loan details will be shared via your registered contact.,{}
I need help with salary credit issue. [22e318],salary_credit_issue,Information for salary credit issue: please provide further details.,{}
Provide information about account freeze request. [e09d8c],account_freeze_request,Information for account freeze request: please provide further details.,{}
Kindly I want a borrowing kindly.,loan_type_select,"Understood. Please choose a loan type: Personal, Home, Gold, or Business. Let me know if you need anything else.",{}
I need help with standing instruction setup. [a1c233] kindly.,standing_instruction_setup,Sure. Standing instruction setup completed.,{}
Could you Proceed with account opening thanks.,account_open_step,"Okay. Please share your full name, phone number, and one ID proof to proceed. Let me know if you need anything else.",{}
Kindly Proceed with account opening .,account_open_step,"Noted. To continue, provide your full name, contact number, and a valid ID proof. Let me know if you need anything else.",{}
I need help with deposits info. [a0ef47],deposits_info,Deposit account details will be shared.,{}
Provide information about greet. [c067b2],greet,"Hello, how may I assist you?",{}
"Please, Send me my account statement for last month. [3465c3] please.",statement_request,Information for statement request: please provide further details. Please confirm.,{}
I need help with upi help. [f8b90c],upi_help,"To transfer Rs. 481,306 to Arjun, please confirm the recipient account number.",{}
Kindly I need help with recurring deposit info. [c9a6be],recurring_deposit_info,Certainly. Information for recurring deposit info: please provide further details.,{}
I need help with out of scope. [f0f612],out_of_scope,"I am sorry, I cannot assist with that.",{}
where is the transaction,transaction_inquiry,Please provide the transaction ID to proceed.,"{""account_number"": ""9508190056"", ""txn_id"": ""TXN73526359"", ""date"": ""2023-10-06""}"
Provide information about merchant dispute. [6fd637],merchant_dispute,Merchant dispute registered. We will investigate.,{}
I need help with credit card payment. [c3dc3d],credit_card_payment,Payment received. Reference: TXN88058877.,{}
I need help with deposits info. [f52142],deposits_info,Deposit account details will be shared.,{}
Please i want to know the documents for credit facility asap.,loan_required_documents,"Documents required: Aadhar/PAN, Address Proof, Income Proof, Photo, and Loan Application Form.",{}
Kindly Continue account application .,account_open_step,"To continue, provide your full name, contact number, and a valid ID proof.",{}
OTP not received please,otp_resend,OTP has been resent to your registered mobile number.,"{""mobile_number"": ""9671258404""}"
Would you I need help with digital banking support. [29eb86] please.,digital_banking_support,Noted. Please update the app or contact support for digital banking assistance. Thank you.,{}
Can you Please freeze my account please.,account_freeze_request,Account freeze request processed.,{}
Provide information about salary credit issue. [e2d5b5],salary_credit_issue,Information for salary credit issue: please provide further details.,{}
Provide information about communication preferences. [b1fac7],communication_preferences,Your communication preferences have been updated.,{}
Can you what is eligibility for credit facility,loan_eligibility_request,Please provide your monthly income to verify your loan eligibility. Thank you.,{}
I want to transfer Rs. 241297 to Sita.,transfer_money,Transfer initiated. Reference: TXN14998250.,"{""amount"": ""241297"", ""name"": ""Sita""}"
Where is the closest ATM? [efe108],atm_locator,Nearest ATMs will be shown based on your location.,{}
Could you Provide information about block credit card. [df35c3],block_card,Your card has been blocked for safety. Thank you.,{}
I want to report a fraudulent transaction. [b264be] please.,report_fraud,Certainly. Information for report fraud: please provide further details. Thank you.,{}
I need help with credit card payment. [829638],credit_card_payment,Payment received. Reference: TXN20548729.,{}
Please guide me to close my savings account. [8fb806],account_closure,Information for account closure: please provide further details.,{}
I need help with loan statement request. [edfa90],loan_statement_request,Loan statement will be sent to your registered email.,{}
Could you I want to block my debit card immediately. [132fc9] kindly.,debit_card_block,Sure. Your debit card has been blocked. Let me know if you need anything else.,{}
How can I apply for a loan? [1a30b8],loan_application,Please provide required documents to proceed.,{}
Kindly Provide information about recurring deposit info. [a09a7a] today.,recurring_deposit_info,Sure. Recurring deposit details will be shared.,{}
Would you Next step for account please.,account_open_step,"To continue, provide your full name, contact number, and a valid ID proof.",{}
Would you I need to block my credit bank card. [ae506f] .,credit_card_block,Okay. Information for credit card block: please provide further details. Thank you.,{}
I need help with fixed deposit renewal. [449421],fixed_deposit_renewal,FD renewal processed.,{}
Kindly loan eligibility view now.,loan_eligibility_question,"To check eligibility, please share your age, employment type, monthly income, total experience, and (if known) CIBIL score.",{}
"Please, what are the documents for loan .",loan_required_documents,"Noted. You must submit ID proof, address proof, income proof, and latest 6-month bank statement for loan approval.",{}
I need help with merchant dispute. [4c4b43],merchant_dispute,Merchant dispute registered. We will investigate.,{}
Provide information about nominee update. [7046d4],nominee_update,Information for nominee update: please provide further details.,{}
Provide information about credit card limit. [783ddc],credit_card_limit,Information for credit card limit: please provide further details.,{}
Please tell me the balance of account 1267698902.,check_balance,"The current balance for account 1267698902 is Rs. 19,550.","{""account"": ""1267698902""}"
Can you Provide information about open account. [5a829e] please.,open_account,Okay. Information for open account: please provide further details. Please confirm.,{}
Provide information about digital banking support. [6c1a26],digital_banking_support,Information for digital banking support: please provide further details.,{}
I need help with block card. [18e5fc],block_card,Your card has been blocked for safety.,{}
Would you Calculate monthly installment for principal Rs. 206339 with tenure 6 months at 9.0% p.a. please.,emi_calculator,Noted. EMI calculated. Please provide amount and tenure. Please confirm.,{}
"Please, I need help with deposits info. [cf155f] kindly.",deposits_info,Understood. Information for deposits info: please provide further details. Let me know if you need anything else.,{}
"Please, I need help with international remittance. [1b79aa] now.",international_remittance,International remittance instructions have been sent. Let me know if you need anything else.,{}
What will be the monthly installment for Rs. 47570 over 24 months? today.,emi_calculator,"Noted. Please provide loan amount, tenure, and payment type (monthly, yearly, or quarterly).",{}
Provide information about fx remittance info. [ea40f9],fx_remittance_info,Foreign exchange remittance information will be shared.,{}
Please foreign exchange remittance info now.,fx_remittance_info,Certainly. Foreign exchange remittance information will be shared. Please confirm.,{}
Would you I want to block my debit debit card immediately. [69baf2] please.,debit_card_block,Okay. Information for debit card block: please provide further details. Let me know if you need anything else.,{}
Please Provide information about merchant dispute. [901ebc] now.,merchant_dispute,Noted. Merchant dispute registered. We will investigate. Thank you.,{}
Can you replace debit card?,debit_card_replacement2,Replacement request submitted.,{}
"Please, Provide information about branch locator. [d7708f] .",branch_locator,Sure. Information for branch locator: please provide further details. Let me know if you need anything else.,{}
"Please, Provide information about communication preferences. [cdec89] asap.",communication_preferences,Sure. Your communication preferences have been updated. Let me know if you need anything else.,{}
Could you Provide information about tax certificate request. [4ab94a] today.,tax_certificate_request,Certainly. Tax certificate request received. Let me know if you need anything else.,{}
Kindly I need help with out of scope. [1a67f3] today.,out_of_scope,Understood. Information for out of scope: please provide further details. Thank you.,{}
Would you Provide information about borrowing info. [ee55ca] asap.,loan_info,Understood. Loan details will be shared via your registered contact.,{}
Provide information about card activation. [698d44],card_activation,Card activation instructions have been sent.,{}
Card support,card_select_type,"Sure, is this regarding a Debit Card or a Credit Card?",{}
Provide information about open account. [cae0aa],open_account,Information for open account: please provide further details.,{}
Would you I need help with digital banking support. [0c2d93] now.,digital_banking_support,Information for digital banking support: please provide further details. Let me know if you need anything else.,{}
choose monthly EMI option asap.,emi_type_monthly,Okay. Your monthly installment amount is fixed throughout the tenure.,{}
Please I need help with nominee update. [769551] .,nominee_update,Sure. Information for nominee update: please provide further details. Thank you.,{}
Card problem,card_select_type,Understood. Please confirm: Debit Card or Credit Card?,{}
Please Show me ATMs near Pondicherry. [3d83d4] now.,atm_locator,Nearest ATMs will be shown based on your location. Let me know if you need anything else.,{}
"Please, Provide information about branch locator. [d8c3b2] today.",branch_locator,Okay. Information for branch locator: please provide further details. Let me know if you need anything else.,{}
I need help with nominee update. [b2dfd5],nominee_update,Nominee update received and recorded.,{}
Kindly Provide information about merchant dispute. [20913c] now.,merchant_dispute,Okay. Information for merchant dispute: please provide further details.,{}
credit card payment online,credit_card_payment,Payment received. Reference: TXN48805954.,"{""amount"": ""\u20b9136,577""}"
"Please, I need help with debit card status info. [e14486] now.",card_status_info,Certainly. Information for card status info: please provide further details. Please confirm.,{}
Provide information about salary credit issue. [2fe587],salary_credit_issue,Salary credit issue logged. Please provide employer details.,{}
Provide information about tax certificate request. [349fcd],tax_certificate_request,Information for tax certificate request: please provide further details.,{}
Can you I need help with fx remittance info. [7eb9bf] please.,fx_remittance_info,EMI calculated. Please provide amount and tenure to proceed.,{}
Can you How do I nominee update asap. thanks.,nominee_update,Sure. Nominee update received and recorded. Thank you.,{}
Am I eligible for a loan if my salary is Rs. 406124?,loan_eligibility_check,Provide salary details for eligibility assessment.,"{""amount"": ""406124""}"
I need help with loan info. [1f0e7c],loan_info,Loan details will be shared via your registered contact.,{}
Could you Provide information about account freeze request. now.,account_freeze_request,Account freeze request processed. Thank you.,{}
Provide information about upi help. [108c29],upi_help,"To transfer Rs. 235,164 to Meena, please confirm the recipient account number.",{}
"Please, I need help with out of scope. [baa8fe] thanks.",out_of_scope,"Okay. I am sorry, I cannot assist with that.",{}
What is the interest rate for savings account? [664b6f],interest_rate_info,Information for interest rate info: please provide further details.,{}
Please Continue card assistance please.,ask_card_last4,"To continue, share the last 4 digits of your card number. Thank you.",{}
Provide information about sweep instructions.,sweep_instructions,Information for sweep instructions: please provide further details.,{}
Please I need help with profile update. [666ffd] thanks.,profile_update,Noted. Your profile update has been recorded.,{}
Kindly Provide information about open account. [88f5e9],open_account,Certainly. Account opening request received. Please submit KYC documents.,{}
Provide information about fx remittance info. [5ce653],fx_remittance_info,EMI calculated. Please provide amount and tenure to proceed.,{}
Could you Provide information about receipt request. [1866cf] kindly.,receipt_request,Certainly. Receipt will be sent to your registered email. Please confirm.,{}
Please Continue account application now.,account_open_step,"Okay. To continue, provide your full name, contact number, and a valid ID proof. Please confirm.",{}
is my card active please,card_status_info,Please provide the card ending digits to proceed.,"{""card_last4"": ""5885"", ""card_type"": ""credit""}"
Carry on with opening the account,account_open_step,"Please share your full name, phone number, and one ID proof to proceed.",{}
Could you Provide information about balance alert setup. [c2c2ae] now.,balance_alert_setup,Noted. Information for balance alert setup: please provide further details. Thank you.,{}
I need help with greet. [e6f343],greet,Information for greet: please provide further details.,{}
Kindly 500000 24 months asap.,emi_result,"Noted. Estimated EMI for Rs. 1,000,000 over 12 months at 8.5% is Rs. 87,360/month. Thank you.",{}
Please Block my credit card. [98a219],credit_card_block,Certainly. Credit card has been blocked.,{}
"Please, Can you show my current money in account? [688db8] please.",check_balance,"Sure. The current balance for account 7127584892 is Rs. 113,862. Please confirm.",{}
Can you documents needed to apply for a credit facility .,loan_required_documents,"Okay. The loan process requires your ID, Address, Income, and Bank Statement proofs. Thank you.",{}
"Please, failed transaction details kindly.",transaction_inquiry,Sure. Information for transaction inquiry: please provide further details. Thank you.,{}
Can you I need help with deposits info. [7cfe0f],deposits_info,Deposit account details will be shared.,{}
Would you Provide information about credit facility account statement request. [35f0ff],loan_statement_request,Understood. Loan statement will be sent to your registered email. Thank you.,{}
Would you What is the ATM withdrawal limit per day? [c1ba05] kindly.,atm_withdrawal_limit,Noted. Please follow the instructions provided. Please confirm.,{}
Could you Verify my card now .,ask_card_last4,"Understood. To continue, share the last 4 digits of your card number.",{}
I need help with recurring deposit info. [840def],recurring_deposit_info,Information for recurring deposit info: please provide further details.,{}
Could you I need help with debit card status info. [f4fdb1] thanks.,card_status_info,Sure. Please provide the card ending digits to proceed.,{}
Provide information about recurring deposit info. [64526e] now.,recurring_deposit_info,Certainly. Information for recurring deposit info: please provide further details.,{}
Can you I need help with account freeze request. [18b4bc] today.,account_freeze_request,Okay. Information for account freeze request: please provide further details. Please confirm.,{}
temporary freeze account,account_freeze_request,Account freeze request processed.,{}
Can you Provide information about upi help. [c5e89f] today.,upi_help,"Noted. To transfer Rs. 232,056 to Arjun, please confirm the recipient account number. Please confirm.",{}
"Please, I need help with pancard update. [c624f2] asap.",pancard_update,PAN update request received. Thank you.,{}
Please 100000 6 months today.,emi_result,"Certainly. EMI for Rs. 3,00,000 at 9.5% over 3 years is Rs. 9,615/month. Please confirm.",{}
"Please, Provide information about sweep instructions. [721184] today.",sweep_instructions,Information for sweep instructions: please provide further details. Please confirm.,{}
Kindly Provide information about tax certificate request. kindly.,tax_certificate_request,Noted. Information for tax certificate request: please provide further details. Thank you.,{}
I need help with branch locator. [71a547] kindly.,branch_locator,Understood. Information for branch locator: please provide further details.,{}
Provide information about tax certificate request. [b43d70],tax_certificate_request,Information for tax certificate request: please provide further details.,{}
Provide information about pancard update. [31e4f4],pancard_update,PAN update request received.,{}
I need help with deposits info. [87e866],deposits_info,Deposit account details will be shared.,{}
Provide information about credit card limit. [ab7ab1],credit_card_limit,Credit limit update request received.,{}
Provide information about deposits info. [9fad9b] today.,deposits_info,Okay. Deposit account details will be shared. Please confirm.,{}
Would you credit facility options please now.,loan_type_select,"Noted. Please choose a loan type: Personal, Home, Gold, or Business.",{}
send â_x0082_¹5000 to account,transfer_money,Transfer initiated. Reference: TXN47681826.,"{""account_number"": ""7158415608"", ""txn_id"": ""TXN21371184"", ""date"": ""2025-02-14"", ""amount"": ""\u20b991,227""}"
Can you I need help with interest calculator. [0aa912] today.,interest_calculator,Certainly. Calculating interest; please provide amount and tenure. Thank you.,{}
Provide information about branch locator. [057dc7],branch_locator,Please provide your city or PIN code.,{}
I need help with branch locator. [837269],branch_locator,Please provide your city or PIN code.,{}
I need help with goodbye. [a7ec00],goodbye,Goodbye. Have a good day.,{}
I need help with digital banking support. [1ba4a9],digital_banking_support,Please update the app or contact support for digital banking assistance.,{}
"Please, Help me with loans",loan_type_select,"Sure. Which loan would you like to explore: Personal, Home, Gold, or Business? Please confirm.",{}
"Please, I need help with cheque status show. [4ca5a6]",cheque_status_check,Understood. Cheque status will be updated in the app. Thank you.,{}
Block my credit card. [20de24],credit_card_block,Information for credit card block: please provide further details.,{}
Please Can you Provide information about account freeze request. [a61910] today.,account_freeze_request,Noted. Account freeze request processed. Thank you.,{}
What is my account account balance? [c73931] now.,check_balance,"Noted. The current balance for account 7442652840 is Rs. 89,616. Thank you.",{}
Please send â_x0082_¹5000 to account,transfer_money,Transfer initiated. Reference: TXN93110059.,"{""account_number"": ""8374417158"", ""txn_id"": ""TXN10213125"", ""date"": ""2025-06-19"", ""amount"": ""\u20b940,471""}"
What is the ATM withdrawal limit per day? [2d8913],atm_withdrawal_limit,Please follow the instructions provided.,{}
I need help with transaction inquiry. [91e3b8],transaction_inquiry,Information for transaction inquiry: please provide further details.,{}
Would you choose monthly monthly installment option please.,emi_type_monthly,The monthly repayment will be auto-debited each month.,{}
Provide information about greet. [aa9d55],greet,"Hello, how may I assist you?",{}
Could you please check my salary eligibility asap.,loan_eligibility_request,Noted. Please share your monthly salary amount so that I can check your loan eligibility.,{}
Tell me current home loan interest rates. [f52090],interest_rate_info,Information for interest rate info: please provide further details.,{}
Pay 418899 to Meena via UPI.,transfer_money,Transfer initiated. Reference: TXN11918182.,"{""amount"": ""418899"", ""name"": ""Meena""}"
Could you Provide information about merchant dispute. [01abeb] thanks.,merchant_dispute,Merchant dispute registered. We will investigate.,{}
I need help with loan payment. [29984e],loan_payment,Payment received. Reference: TXN81009624.,{}
Could you I need help with international remittance. [87ad4a],international_remittance,International remittance instructions have been sent. Thank you.,{}
I need help with debit card replacement2. [d74ac5],debit_card_replacement2,Replacement request submitted.,{}
Would you Please send loan account statement please.,loan_statement_request,Certainly. Loan statement will be sent to your registered email.,{}
Kindly I need help with international remittance. [fa72e8] asap.,international_remittance,International remittance instructions have been sent. Let me know if you need anything else.,{}
Please pay credit card bill,credit_card_payment,Payment received. Reference: TXN66584908.,"{""amount"": ""\u20b980,291""}"
Please Provide information about salary credit issue. [256c31] kindly.,salary_credit_issue,Understood. Information for salary credit issue: please provide further details. Thank you.,{}
Can you show my current balance? [688db8],check_balance,Please provide your account number to view the balance.,{}
Please credit card problem .,card_select_type,"Sure. Sure, is this regarding a Debit Card or a Credit Card? Please confirm.",{}
